"record_id","year_of_birth","profession","q1_2022","q2_2022","q3_2022","q4_2022","q4_coded_2022","q4_improvements_2022","q1_2023","q2_2023","q3_2023","q4_2023","q4_coded_2023","q4_improvements_2023","q1_2024","q2_2024","q3_2024","q4_2024","q4_coded_2024","q4_improvements_2024","female","male","nonbinary","a_gender_not_listed","White","Black_or_African_American","Asian","American_Indian_or_Alaska_Native","Native_Hawaiian_or_Other_Pacific_Islander","Hispanic_or_Latino","zip_code","major_city","county","state"
"172","1991","Teacher","2","28.5","-2","I didn't find the program all that helpful, but it wasn’t bad either. Some more detailed examples could have helped.","Positive","Content Depth","2","22.1","2","The program was okay, but I think it would benefit from a clearer focus on the main topics.","Neutral",NA,"3","4.6","-1","I had an excellent experience. The program was engaging, informative, and provided everything I needed to succeed.","Engagement",NA,"0","0","1","0","0","1","0","0","0","0","'14806","Andover","Allegany County","NY"
"173","1984","Teacher","2","58","-2","I feel like the program was somewhat helpful, but it lacked some practical aspects that would have made it more useful.","Positive",NA,"0","11.3","0","It was a great experience overall. The content was engaging, but a bit more depth on certain topics could be helpful.","Positive","Content Depth","3","60.7","-2","I learned so much from the program. Everything was clear, engaging, and incredibly useful.","Positive",NA,"1","0","1","0","0","0","1","1","1","0","'95867","Sacramento","Sacramento County","CA"
"174","1984","Manager","1","84","-2","I wasn’t sure how much I gained from it, but the program was structured OK. Some improvements are needed.","Improvement",NA,"2","38","-2","I liked the program overall, but it would be more beneficial if it included more diverse learning formats.","Positive",NA,"0","98.8","-1","The program was fantastic. I learned a lot, and I think it covered everything I hoped for and more.","Positive",NA,"0","1","0","1","1","0","0","0","0","1","'35277","Birmingham","Jefferson County","AL"
"175","1989","Scientist","1","44.4","-1","I think the program could be better if there was more opportunity for collaboration with others.","Improvement",NA,"0","72.6","-2","I enjoyed the program, but I felt some sections were rushed and could use more time for explanation.","Neutral","Pacing","0","2.3","-2","I had an excellent experience. The program was engaging, informative, and provided everything I needed to succeed.","Engagement",NA,"0","1","0","0","1","1","0","1","0","0","'90071","Los Angeles","Los Angeles County","CA"
"176","1979","Artist","1","21.9","1","It could use some adjustments. Some sections were very helpful, but others felt like a waste of time.","Positive","Pacing","2","66.1","0","I liked the program overall, but it would be more beneficial if it included more diverse learning formats.","Positive",NA,"3","62.1","-1","I loved the program! It was highly informative and organized, and I feel much more knowledgeable.","Neutral",NA,"0","1","0","0","0","0","0","0","0","1","'72099","Little Rock Air Force Base","Pulaski County","AR"
"177","1979","Engineer","0","73.7","1","It was an OK program. Some of the topics could use more detailed explanations, though.","Neutral",NA,"0","77.9","0","I really liked the program, but I think it could be more interactive to engage participants even more.","Engagement","Interactivity","1","82.2","-2","I learned so much from the program. Everything was clear, engaging, and incredibly useful.","Positive",NA,"0","0","1","0","0","0","0","1","0","0","'12261","Albany","Albany County","NY"
"178","1978","Artist","1","73.8","2","The program is OK, but I didn’t feel like I learned as much as I had hoped.","Positive",NA,"1","7.8","2","It was a good program. A more interactive approach would help keep participants engaged longer.","Engagement","Interactivity","2","13.5","-2","The program was fantastic. I learned a lot, and I think it covered everything I hoped for and more.","Positive",NA,"0","1","0","1","0","1","0","1","0","0","'93420","Arroyo Grande","San Luis Obispo County","CA"
"179","1989","Teacher","3","29.2","1","It was decent, but it wasn’t very engaging. More interactive workshops would be appreciated.","Engagement","Interactivity","3","20","0","It was a great program. More personalized feedback would help me understand the material better.","Improvement","Feedback","0","2.1","0","The program was great. I feel more confident in the material, and the organization was top-notch.","Neutral",NA,"1","0","1","0","0","0","1","0","0","0","'77964","Hallettsville","Lavaca County","TX"
"180","1977","Manager","2","87.8","1","It’s OK, but I think it would be better if the pace was slowed down and more time was given to practice.","Improvement","Pacing","2","16.5","0","I enjoyed the program, but I felt some sections were rushed and could use more time for explanation.","Neutral","Pacing","3","99.8","-1","The program was wonderful. It really exceeded my expectations and left me feeling confident about the material.","Neutral",NA,"0","1","0","1","0","0","1","0","1","0","'35298","Birmingham","Jefferson County","AL"
"181","1996","Teacher","1","94.5","0","The program is somewhat helpful, but I think it could be more tailored to individual needs.","Positive",NA,"2","38.9","2","I found the program very beneficial. It was well-organized, though adding more real-world examples would be valuable.","Positive","Content Depth","1","23","-2","The program was extremely effective. The content was delivered perfectly, and I feel much more confident in the material.","Neutral","Content Depth","1","0","0","1","0","0","0","0","1","1","'62703","Springfield","Sangamon County","IL"
"182","1983","Teacher","0","29.5","-1","I liked the overall structure, but I felt it could have gone deeper into certain topics.","Neutral",NA,"0","91.2","-1","The program was excellent overall, but a few more hands-on activities would make it even more effective.","Neutral","Interactivity","1","2.4","-1","The program was wonderful. It really exceeded my expectations and left me feeling confident about the material.","Neutral",NA,"1","1","0","0","1","0","0","0","0","0","'85046","Phoenix","Maricopa County","AZ"
"183","1978","Manager","1","41.6","2","I liked the program, but some areas need more in-depth coverage, especially on the more advanced topics.","Neutral","Content Depth","2","49.2","0","I feel like the program was very useful. More engagement in certain sections would help retain attention.","Positive","Interactivity","1","91.6","-2","The program was wonderful. It really exceeded my expectations and left me feeling confident about the material.","Neutral",NA,"1","0","0","1","0","1","0","0","0","0","'68972","Riverton","Franklin County","NE"
"184","1988","Manager","2","16","-1","I didn’t find the program that helpful. More interactive activities and discussions would have been useful.","Positive","Interactivity","1","56.7","0","I found the program to be very informative, but the pace was a bit quick. More time for questions would help.","Neutral","Pacing","3","5.7","1","The program was spot-on. I felt like all my learning needs were met, and I feel prepared to apply the material.","Neutral",NA,"0","0","0","1","0","0","1","1","0","0","'11096","Inwood","Nassau County","NY"
"185","1991","Scientist","3","83.6","2","I’m not sure if I found it helpful, but it wasn’t terrible. I think more real-world application would make it better.","Positive","Real-World Examples","0","45.1","-1","I found the program very beneficial. It was well-organized, though adding more real-world examples would be valuable.","Positive","Content Depth","3","96","2","I learned so much from the program. Everything was clear, engaging, and incredibly useful.","Positive",NA,"1","0","1","0","0","1","0","1","1","0","'03605","Lempster","Sullivan County","NH"
"186","1994","Manager","0","8.7","0","It was a decent program, but it could have been a lot better with more activities and fewer lectures.","Improvement",NA,"1","19.8","-1","I really liked the program, but I think it could be more interactive to engage participants even more.","Engagement","Interactivity","2","45.9","1","I loved the program! It was highly informative and organized, and I feel much more knowledgeable.","Neutral",NA,"1","0","1","0","0","1","1","0","0","0","'60613","Chicago","Cook County","IL"
